Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,Opførelsesår_Antal_boliger_2000-2009
,791005,75,9,3,46
,791006,75,9,3,204
,791007,75,9,3,55
,791008,75,9,3,1496
,791009,76,9,3,334
,791011,76,9,3,47
,791012,76,9,3,149
,791013,76,9,3,878
,791014,76,9,3,252
,791015,76,9,3,47
,791016,76,9,3,161
,791017,76,9,3,112
,810001,86,10,3,10
,810002,86,10,3,40
,810003,86,10,3,241
,810004,86,10,3,19
,810005,86,10,3,275
,810006,86,10,3,35
,810010,86,10,3,634
,810034,86,10,3,24
,810040,86,10,3,26
,810050,86,10,3,33
,810056,86,10,3,7
,810070,86,10,3,69
,810080,86,10,3,25
,813001,84,10,3,233
,813002,84,10,3,101
,813003,84,10,3,20
,813004,84,10,3,35
,813005,84,10,3,86
,813006,84,10,3,822
,813007,84,10,3,11
,813008,84,10,3,65
,813009,84,10,3,497
,813010,84,10,3,7
,813011,84,10,3,6
,813012,84,10,3,6
,813013,84,10,3,48
,813014,84,10,3,4
,813015,84,10,3,66
,820001,88,10,3,82
,820002,88,10,3,110
,820003,88,10,3,14
,820004,88,10,3,510
,820005,88,10,3,49
,820006,88,10,3,7
,820007,88,10,3,13
,820008,88,10,3,30
,820009,88,10,3,31
,820010,88,10,3,197
,820011,88,10,3,24
,820012,88,10,3,14
,820013,88,10,3,27
,820014,88,10,3,23
,825015,84,10,3,58
,840001,88,10,3,642
,840002,88,10,3,189
,840003,88,10,3,59
,840004,88,10,3,74
,840005,88,10,3,77
,840006,88,10,3,34
,840007,88,10,3,38
,840008,88,10,3,23
,840009,88,10,3,11
,840010,88,10,3,30
,840011,88,10,3,7
,846002,89,10,3,75
,846003,89,10,3,207
,846004,89,10,3,194
,846008,89,10,3,99
,846009,89,10,3,48
,846011,89,10,3,214
,846014,89,10,3,21
,846018,89,10,3,126
,846020,89,10,3,124
,846022,89,10,3,145
,846027,89,10,3,615
,849001,86,10,3,329
,849002,86,10,3,40
,849003,86,10,3,66
,849004,86,10,3,19
,849005,86,10,3,43
,849006,86,10,3,14
,849007,86,10,3,9
,849008,86,10,3,139
,849009,86,10,3,15
,849010,86,10,3,4
,849011,86,10,3,47
,849012,86,10,3,17
,849013,86,10,3,194
,849014,86,10,3,21
,849015,86,10,3,6
,849016,86,10,3,17
,849018,86,10,3,191
,849020,86,10,3,158
,849021,86,10,3,37
,851003,92,10,3,456.74
,851004,92,10,3,356.26
,851005,92,10,3,103
,851007,92,10,3,87
,851009,92,10,3,143.86
,851010,92,10,3,181.14
,851011,92,10,3,245
,851012,92,10,3,78.36
,851014,91,10,3,257
,851015,91,10,3,345
,851016,92,10,3,208.64
,851017,91,10,3,164
,851018,91,10,3,76
,851019,91,10,3,338.71
,851020,91,10,3,197.29
,851022,91,10,3,297
,851024,91,10,3,393
,851027,90,10,3,204.57
,851028,90,10,3,190.90
,851029,90,10,3,690.75
,851030,90,10,3,26.67
,851031,90,10,3,65
,851032,90,10,3,311
,851033,90,10,3,220
,851034,90,10,3,252.16
,851035,90,10,3,124
,851036,90,10,3,432.95
,851038,91,10,3,61
,851040,90,10,3,270
,851043,92,10,3,241
,851044,92,10,3,319
,851046,92,10,3,35
,851047,91,10,3,459
,851052,91,10,3,58
,851056,90,10,3,83
,851058,90,10,3,129
,851061,90,10,3,342
,860001,85,10,3,23
,860003,85,10,3,127
,860004,85,10,3,113
,860006,85,10,3,77
,860007,85,10,3,23
,860008,85,10,3,52
,860011,85,10,3,96
,860012,85,10,3,40
,860013,85,10,3,47
,860014,85,10,3,71
,860015,85,10,3,269
,860016,85,10,3,182
,860018,85,10,3,230
,860019,85,10,3,114
,860020,85,10,3,21
,860021,85,10,3,154
,860022,85,10,3,126
,860023,85,10,3,49
,860026,85,10,3,17
,860027,85,10,3,10
,860028,85,10,3,16
