Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_Modtog ikke ydelser
;510013;61;7;2;22,22;11,12;5,10;12,18;88,71;54,65;17,17;10,13;38,52;257,41;27,18;8,04;4,03;37,36;165,67;12,13;5,05;2,03;350,41;55,81
;510014;61;7;2;37,00;14,67;10,55;37,66;167,54;102,77;22,33;21,22;80,44;355,41;37,00;13,78;5,89;70,77;208,31;17,00;12,22;3,67;382,63;83,99
;510015;61;7;2;32;10;10;8;95;58;16;13;54;190;26;7;2;49;128;7;9;3;263;58
;510016;61;7;2;21;9;12;10;81;47;13;12;38;156;19;5;4;32;129;5;9;5;187;40
;510017;61;7;2;84,62;33,83;38,71;129,37;470,06;226,14;63,23;50,54;354,53;864,01;105,73;34,35;22,03;296,76;628,44;48,85;27,65;13,91;2163,54;266,70
;510018;61;7;2;46,06;18,22;18,34;23,79;224,20;111,28;22,40;20,56;109,04;368,92;42,06;4,18;5,50;71,29;259,82;22,94;14,45;6,61;522,55;90,41
;510019;61;7;2;23;9;2;14;104;46;5;5;51;186;24;7;2;40;123;13;3;3;234;54
;510020;61;7;2;47,78;9,93;22,93;43,96;239,40;100,44;34,81;10,96;160,33;419,09;53,85;11,93;4;100,63;294,99;25,96;20,96;4,93;936,68;135,59
;510021;61;7;2;14,51;6,32;5,43;11,64;70,22;22,87;5,54;1,82;23,88;111,69;10,86;6,32;-;28,94;88,48;14,32;7,18;0,07;201,36;32,54
;510022;61;7;2;6,72;4,75;2,64;3,40;48,38;16,69;2,64;0,21;16,79;78,21;13,29;2,75;-;17,44;63,53;6,72;4,86;1;77,96;15,87
;530001;55;7;2;91;30;28;40;567;235;61;55;191;1356;93;19;11;171;666;58;27;8;1444;275
;530002;55;7;2;37;15;11;24;172;99;28;16;110;336;42;6;5;71;215;21;13;3;533;113
;530003;55;7;2;37;8;9;24;196;73;23;13;94;314;34;12;2;72;246;21;4;6;428;97
;530004;55;7;2;29;4;4;4;84;33;15;8;35;150;12;4;3;20;102;8;3;1;223;52
;530005;55;7;2;16;6;3;6;128;47;11;6;45;165;23;2;-;25;97;8;5;1;175;40
;530006;55;7;2;178;68;45;171;916;391;86;69;487;1516;153;45;30;371;977;94;55;25;2639;410
;530007;55;7;2;32;11;7;23;163;57;15;18;76;327;23;6;7;64;241;19;8;4;429;92
;540001;49;7;2;76;28;25;106;382;139;42;38;309;587;85;21;21;250;493;50;27;7;1737;245
;540002;49;7;2;36;18;13;53;130;70;20;20;138;290;42;17;8;121;288;26;18;7;754;114
;540003;49;7;2;58;16;6;32;234;117;33;14;99;462;72;16;9;96;338;39;23;8;1010;130
;540004;49;7;2;38;12;10;29;183;86;16;11;96;301;48;10;7;82;275;23;15;5;599;108
;540005;49;7;2;56;25;12;47;243;130;27;18;161;472;66;9;10;121;383;32;19;10;1114;125
;540006;49;7;2;29;12;10;11;189;135;27;24;68;519;42;8;7;63;312;18;15;9;950;152
;540007;49;7;2;36;16;7;32;175;83;23;16;80;368;46;8;6;84;252;26;16;3;620;119
;540008;49;7;2;3;-;1;5;44;18;5;-;16;71;13;1;2;19;59;1;2;1;173;41
;540009;49;7;2;130;72;47;138;832;302;101;66;460;1268;119;31;20;456;820;47;43;10;2129;327
;540010;49;7;2;137;70;56;129;934;269;70;49;416;1003;85;31;20;335;604;44;39;9;2039;235
;540011;49;7;2;238;98;61;156;1324;195;75;48;262;1012;103;30;21;225;659;44;23;13;1777;265
;540012;49;7;2;70;33;24;62;452;217;48;40;139;961;95;17;20;122;719;49;33;13;1374;276
;540013;49;7;2;54;12;14;21;253;161;35;20;106;543;44;9;6;89;326;23;13;2;719;100
;540014;49;7;2;27;13;9;14;144;78;23;14;67;273;38;6;3;58;193;15;9;1;378;71
;540015;49;7;2;60;32;22;51;296;178;48;19;155;653;79;21;10;129;484;31;14;9;1136;186
;540016;49;7;2;96;30;23;82;475;267;68;50;286;1048;109;34;18;240;814;72;44;15;2397;380
;540017;49;7;2;10;5;6;9;67;28;8;6;36;167;16;4;1;38;109;7;8;3;173;36
;550001;51;7;2;41;11;12;20;150;68;14;14;57;220;33;9;5;58;177;21;16;3;489;93
;550002;51;7;2;18;-;7;5;63;22;9;4;11;71;14;2;4;30;99;6;6;3;207;40
;550003;51;7;2;13;3;2;6;41;27;5;4;17;69;12;8;3;17;72;3;-;6;107;20
;550004;51;7;2;18;12;5;19;125;52;10;11;55;196;24;11;2;63;183;20;8;3;516;83
;550007;51;7;2;10;2;4;3;52;14;5;4;15;62;8;2;1;14;66;10;2;3;159;39
;550008;51;7;2;8;4;6;4;80;38;10;5;29;146;18;5;4;29;139;14;7;5;273;64
;550012;51;7;2;50;21;20;32;208;103;20;13;118;353;50;6;7;108;232;44;30;10;1032;179
;550014;51;7;2;23;6;6;21;111;54;18;12;71;201;11;5;1;41;147;14;2;4;263;61
;550015;51;7;2;14;10;8;10;56;34;5;6;46;78;14;5;1;32;90;10;4;4;155;38
;550016;51;7;2;17;8;5;4;103;38;15;8;34;122;21;7;5;27;128;5;6;2;151;45
;550017;51;7;2;33;7;13;25;193;90;16;20;72;293;34;9;6;73;189;16;14;1;499;88
;550018;51;7;2;12;2;7;5;69;22;10;5;20;105;15;5;4;25;84;8;4;1;195;35
;550019;51;7;2;15;1;3;5;58;24;6;6;28;70;16;4;1;19;56;5;3;2;98;26
;550021;51;7;2;14;5;2;8;52;28;11;9;30;96;16;5;3;25;74;4;4;-;136;31
;550023;51;7;2;66;29;18;46;292;146;46;26;117;515;70;14;10;109;342;29;28;7;1125;188
;550024;51;7;2;22;5;10;12;77;36;16;4;39;158;31;3;4;33;96;7;8;4;209;59
;550025;51;7;2;135;44;42;140;653;232;83;50;382;922;135;36;27;314;695;88;49;21;2333;385
;550027;51;7;2;21;7;5;16;91;38;11;10;27;169;28;7;6;31;136;13;7;3;207;49
;550029;51;7;2;11;5;6;8;76;26;8;6;28;142;19;7;2;40;124;11;3;4;221;44
;550051;51;7;2;5;3;1;2;30;13;8;3;6;47;14;7;2;12;57;7;7;4;230;44
;550061;51;7;2;56;30;27;48;284;126;32;33;126;427;70;13;11;110;320;38;20;5;1079;149
;550071;51;7;2;15;6;4;9;74;22;6;4;21;95;18;2;2;20;82;5;6;-;109;28
;561002;52;7;2;596;227;113;219;3269;394;144;88;353;1686;163;63;28;338;982;83;46;18;2151;428
;561003;52;7;2;74;31;24;77;387;68;38;18;154;222;35;3;8;126;130;20;16;2;910;74
;561004;52;7;2;132;50;31;54;579;189;40;53;180;623;62;20;10;166;361;34;25;8;899;172
;561005;52;7;2;172;69;62;118;863;206;68;62;400;848;96;37;24;376;481;42;31;9;1441;223
;561006;52;7;2;142;39;30;124;941;220;77;55;309;872;85;20;18;171;580;40;35;15;1243;249
;561007;52;7;2;119;55;45;143;423;172;72;40;331;713;92;27;15;237;415;35;21;10;1064;149
;561008;53;7;2;35;12;9;16;141;100;28;11;45;430;41;12;4;38;239;15;7;1;414;69
;561011;52;7;2;74;24;26;37;377;146;41;33;138;669;61;10;10;105;294;24;13;4;1102;158
;561012;53;7;2;58;10;14;44;224;154;31;22;95;605;70;12;2;73;382;37;21;5;621;127
;561015;52;7;2;92;28;25;40;424;286;73;52;173;1071;106;14;12;150;637;63;36;16;1998;315
;561016;53;7;2;72;30;20;37;436;282;57;43;132;1184;105;36;13;129;952;77;37;7;1997;362
;561017;53;7;2;24;8;9;2;94;77;21;8;28;328;19;9;4;27;152;13;9;1;245;62
;561020;53;7;2;60;18;11;21;244;151;29;26;96;609;58;10;4;74;345;22;13;2;729;139
;561021;52;7;2;91;59;41;104;390;102;38;46;278;405;45;15;12;230;253;20;15;13;1003;103
;561022;52;7;2;57;19;19;71;215;105;28;24;131;399;39;17;6;133;277;30;20;3;852;140
;561023;52;7;2;73;30;20;44;249;145;38;29;172;533;60;12;8;134;349;32;19;6;857;188
;561024;53;7;2;55;19;14;36;236;214;59;27;117;828;58;19;5;108;435;21;15;5;499;178
;561025;53;7;2;209;80;60;118;838;418;88;55;333;1599;167;45;26;250;1050;93;53;19;2265;488
;561028;53;7;2;172;60;45;162;923;353;93;69;394;1442;171;44;20;316;1030;89;80;20;3103;528
;561032;53;7;2;46;7;6;10;149;88;25;17;59;328;32;7;8;47;182;20;8;2;413;94
;561033;53;7;2;67;13;16;33;247;126;21;11;88;433;46;20;5;64;273;27;18;7;523;132
;561035;53;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;561038;53;7;2;25;11;8;18;147;70;18;12;48;221;31;3;2;45;181;22;17;5;347;67
;561040;53;7;2;96;36;27;47;314;137;26;23;107;563;55;10;11;124;369;39;14;7;704;160
;563001;52;7;2;28;9;5;12;149;107;26;17;62;381;48;18;1;55;316;35;28;7;1041;205
;563002;52;7;2;2;1;-;1;7;12;4;1;3;35;9;1;1;9;33;1;3;2;161;24
;573001;54;7;2;249;99;89;244;1240;488;146;88;626;1899;201;51;29;449;1280;98;82;26;3579;585
;573004;54;7;2;15;6;3;9;69;40;10;5;37;182;16;5;1;32;125;5;8;4;239;50
;573005;54;7;2;11;6;1;7;83;33;9;3;25;133;11;7;3;24;94;7;6;1;160;26
;573006;54;7;2;20;8;3;11;100;37;9;5;25;154;26;1;2;25;102;7;-;-;132;44
;573007;54;7;2;17;4;3;12;115;80;16;8;55;302;20;7;1;39;159;8;9;2;279;61
;573008;54;7;2;25;15;3;11;104;51;9;6;45;180;17;5;4;38;119;8;2;2;211;57
;573009;54;7;2;24;9;5;17;99;59;9;10;51;187;19;10;1;27;146;14;6;2;270;71
;573010;54;7;2;20;3;9;23;126;55;9;7;47;199;35;5;3;50;139;10;12;2;251;76
;573013;54;7;2;36;8;6;17;145;60;16;16;86;276;34;12;8;79;205;23;15;8;712;116
;573014;54;7;2;7;2;10;9;71;30;9;3;19;121;15;5;3;21;91;13;6;-;201;59
;573015;54;7;2;23;12;13;16;132;75;24;15;55;223;26;9;1;43;191;12;4;3;349;100
;573018;54;7;2;35;15;14;24;262;136;28;22;118;483;46;15;7;92;435;36;21;5;1029;162
;573019;54;7;2;8;-;2;1;45;15;6;3;10;54;9;3;-;11;66;7;9;2;235;41
;573022;54;7;2;22;5;6;10;89;53;12;9;27;235;20;5;2;28;108;6;7;1;268;49
;573023;54;7;2;36;14;6;18;122;62;12;13;36;222;20;7;3;32;170;13;9;2;426;65
;573024;54;7;2;10;5;4;3;51;29;11;5;21;117;20;5;4;20;67;8;7;1;101;39
;573026;54;7;2;25;6;6;13;147;62;22;9;42;278;20;4;3;24;148;16;6;3;263;64
;573027;54;7;2;20;5;7;9;102;29;6;8;36;159;17;11;3;25;108;10;11;1;230;48
;573028;54;7;2;25;10;12;10;127;60;23;7;35;226;24;5;3;21;128;10;11;-;273;63
;573030;54;7;2;99;41;30;101;491;197;46;33;197;794;95;15;6;156;631;55;41;11;1394;314
;573031;54;7;2;39;13;16;24;182;89;16;20;91;271;35;4;3;51;204;12;9;3;439;85
;573032;54;7;2;24;12;5;15;137;59;24;8;76;214;31;9;5;54;172;15;10;1;452;97
;573033;54;7;2;23;6;7;10;75;34;11;8;27;112;20;2;1;20;91;9;4;-;162;40
;575001;55;7;2;101;38;21;74;433;216;47;34;195;934;82;20;15;130;485;45;31;11;1335;240
;575002;55;7;2;20;2;2;10;65;23;12;4;41;133;16;3;2;21;93;7;3;1;150;39
;575003;55;7;2;40;26;22;60;352;136;32;28;152;552;56;18;11;121;324;21;17;5;875;153
;575004;55;7;2;18;12;8;5;117;39;8;8;43;200;23;5;4;25;126;8;8;-;214;45
;575005;55;7;2;20;8;9;10;118;54;11;7;45;202;19;6;2;24;139;18;3;1;242;43
;575006;55;7;2;9;3;5;7;67;19;4;8;7;74;6;2;-;15;63;7;3;2;136;37
;575007;55;7;2;48;28;11;47;245;123;26;21;132;472;44;9;7;96;278;27;14;7;1005;135
;575008;55;7;2;16;4;3;14;96;43;10;8;30;169;13;5;4;17;88;9;5;1;170;49
;575009;55;7;2;27;14;11;46;206;95;16;19;58;384;36;7;7;60;266;15;15;5;638;108
;575010;55;7;2;13;6;-;5;83;28;11;3;15;147;13;2;3;21;96;3;3;1;112;23
;575011;55;7;2;35;18;8;15;161;91;18;22;57;315;23;4;2;50;173;16;7;2;348;64
;575012;55;7;2;8;3;5;4;35;17;5;2;15;65;10;1;-;15;61;7;2;1;103;30
;575013;55;7;2;10;7;2;9;53;27;10;5;23;144;10;3;1;27;78;7;1;2;156;34
;575014;55;7;2;154;61;49;116;854;273;79;76;363;1315;118;39;13;293;860;65;58;19;2357;330
;575015;55;7;2;7;6;2;3;70;30;8;4;20;118;14;-;-;10;96;4;2;-;119;39
;575016;55;7;2;27;14;14;18;290;163;24;25;70;705;38;9;3;49;312;21;14;2;572;121
;575017;55;7;2;22;8;5;16;123;67;18;14;40;278;30;3;3;27;187;10;8;2;236;77
;575018;55;7;2;22;8;1;13;125;71;14;7;44;280;29;3;4;37;170;11;7;1;277;65
;575019;55;7;2;28;12;9;34;189;93;12;10;86;377;22;12;3;54;262;14;10;3;380;82
;580001;50;7;2;16;4;6;12;77;47;18;4;37;155;16;4;2;30;75;6;1;-;152;52
;580002;50;7;2;20;10;1;5;85;57;6;8;32;134;15;7;1;19;81;12;4;1;168;49
;580003;50;7;2;99;40;38;87;437;236;58;52;234;971;80;27;13;220;629;42;25;10;1816;280
;580004;50;7;2;56;20;20;24;309;176;40;22;100;694;79;13;7;98;455;29;17;6;1118;185
;580005;50;7;2;29;11;8;18;139;80;25;14;69;334;24;2;3;50;193;22;11;5;370;98
;580006;50;7;2;19;4;4;9;100;31;10;3;26;180;12;1;1;26;94;3;3;2;185;38
;580007;50;7;2;34;20;13;19;183;81;26;20;82;323;45;8;12;68;246;16;12;2;452;111
;580008;50;7;2;26;8;9;23;194;104;25;11;69;379;38;9;3;59;243;20;8;3;517;133
;580009;50;7;2;30;12;5;17;181;91;28;17;66;338;38;6;7;75;231;15;14;3;484;86
;580010;50;7;2;16;2;7;13;99;53;6;11;50;210;28;3;3;42;122;8;6;2;280;50
;580011;50;7;2;42;12;11;27;196;92;26;15;103;357;43;8;7;95;259;24;8;4;610;137
;580012;50;7;2;60;23;19;52;239;132;39;17;167;420;42;22;8;136;290;24;21;6;952;159
;580013;50;7;2;46;17;9;24;178;92;15;17;69;316;43;7;4;74;264;16;10;3;472;91
;580014;50;7;2;40;11;9;17;272;145;44;22;133;603;61;8;4;109;478;42;21;13;1133;290
;580015;50;7;2;63;15;15;28;353;129;31;21;182;709;74;19;16;194;583;37;33;8;1442;293
;580016;50;7;2;254;80;68;174;1227;267;81;61;389;1098;132;39;24;312;841;65;42;17;2411;381
;580017;50;7;2;46;36;26;66;279;125;39;31;159;507;66;16;9;143;358;23;15;11;1203;167
;580018;50;7;2;57;26;18;40;227;119;38;25;165;420;35;8;6;152;267;13;11;8;715;119
;607001;58;7;2;288;126;92;219;1463;559;157;129;723;2145;218;51;34;471;1303;108;53;29;2944;526
;607002;58;7;2;14;12;3;6;112;57;13;7;39;272;29;7;2;43;181;6;8;8;301;73
;607003;58;7;2;123;34;30;57;704;349;85;54;210;1507;159;47;35;156;1140;89;56;25;2241;512
;607004;58;7;2;8;5;2;7;76;31;9;12;28;145;20;5;4;25;81;10;5;2;133;35
;607005;58;7;2;54;24;15;26;395;250;41;31;125;1001;75;19;12;77;658;42;27;13;1109;220
;607006;58;7;2;187;77;53;203;869;392;114;108;587;1506;154;50;29;432;821;80;49;25;2709;296
;607007;58;7;2;21;5;10;4;135;71;17;2;38;307;35;10;1;39;256;19;14;8;456;94
;607008;58;7;2;224;88;55;144;1003;200;104;60;400;816;78;36;24;282;374;41;21;13;1374;160
;615001;71;8;3;176;91;57;164;840;231;82;55;458;824;56;19;21;370;387;38;27;13;1594;152
;615002;71;8;3;213;90;57;200;967;251;95;67;444;938;81;33;16;296;412;43;14;8;1191;169
;615003;71;8;3;394;168;107;295;2434;332;107;85;465;1379;115;39;32;320;628;43;32;12;1950;280
;615004;71;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;615005;71;8;3;142;59;36;112;720;209;66;56;311;790;72;30;17;291;464;49;27;10;1213;184
;615006;71;8;3;118;57;42;77;750;469;114;88;297;1591;132;29;14;252;960;73;55;15;2114;359
;615007;71;8;3;81;29;38;41;449;297;69;55;199;1102;90;17;13;125;522;29;21;4;1111;198
;615008;71;8;3;50;11;8;28;224;217;38;39;120;826;38;9;6;54;264;17;6;6;487;88
;615009;71;8;3;66;21;17;15;234;191;50;31;97;653;41;16;3;75;284;12;17;5;492;90
;615010;71;8;3;58;29;15;37;267;184;46;39;116;627;38;8;5;77;321;18;13;9;621;107
;615011;71;8;3;53;22;16;23;396;247;70;45;129;1135;73;22;20;97;700;43;21;8;1564;338
;615012;71;8;3;53;21;14;22;285;162;38;38;92;756;60;14;4;76;443;29;18;5;740;159
;615013;71;8;3;62;30;16;47;317;186;44;26;198;663;54;12;8;130;394;43;15;8;1283;195
;615014;71;8;3;27;6;7;6;137;98;21;21;62;341;29;7;5;36;189;17;12;8;272;88
;615015;71;8;3;18;5;5;4;83;37;14;7;35;170;15;7;5;35;147;17;4;1;210;74
;615016;71;8;3;36;14;7;32;248;158;44;28;108;631;66;16;7;76;368;33;18;8;712;149
;615017;71;8;3;39;17;9;21;197;172;36;21;93;587;44;12;11;63;286;19;9;3;504;106
;615018;71;8;3;59;17;7;36;248;163;45;23;124;644;51;19;5;78;369;31;9;6;694;136
;615019;71;8;3;18;6;6;44;127;66;18;19;82;241;38;9;5;56;223;11;10;2;383;68
;615020;71;8;3;8;3;3;7;58;27;5;8;16;94;17;2;1;14;100;14;6;1;121;59
;615021;71;8;3;53;28;23;73;898;55;28;25;243;250;15;3;8;185;95;6;5;3;324;29
;615022;71;8;3;7;2;-;2;41;24;7;5;11;76;7;-;1;23;63;5;5;1;108;19
;621001;59;7;2;258;90;69;145;1688;226;65;63;311;1087;97;28;11;160;519;35;39;12;1386;260
;621002;59;7;2;138;68;52;145;779;191;71;58;356;737;54;21;19;341;314;19;24;9;1062;132
;621003;59;7;2;105;45;33;83;549;185;72;48;371;790;85;19;12;309;536;42;32;6;1379;208
;621004;59;7;2;82;31;27;37;531;341;85;52;163;1496;114;34;12;137;911;67;39;22;1940;415
;621005;59;7;2;81;36;19;41;352;202;48;27;142;806;79;33;11;103;608;47;22;13;1271;255
;621006;59;7;2;62;19;18;33;396;236;49;38;105;1017;45;21;10;95;500;34;18;10;887;203
;621007;59;7;2;90;37;18;38;481;255;72;41;168;1086;94;29;14;129;622;52;25;7;1028;225
;621008;60;7;2;192;86;51;139;1219;207;83;58;409;790;65;24;14;253;397;28;16;11;1390;118
;621009;60;7;2;275;115;69;142;1570;334;91;74;343;1476;126;37;21;234;747;47;36;12;1189;275
;621010;60;7;2;95;38;29;36;474;280;68;45;149;1046;83;26;11;108;594;28;27;7;1319;247
;621011;60;7;2;39;20;13;18;310;234;55;34;90;916;62;24;9;57;491;33;18;8;995;187
;621012;60;7;2;64;26;6;35;321;170;48;25;123;723;71;24;12;120;513;37;27;3;964;215
;621013;60;7;2;40;14;11;21;186;131;34;27;88;567;46;14;10;78;299;23;15;4;672;128
;621014;60;7;2;115;51;29;92;563;314;100;42;286;1151;127;32;14;216;727;47;33;9;1577;279
;621015;60;7;2;89;45;25;53;468;288;77;55;215;1093;97;22;12;186;714;53;45;17;1616;300
;630001;57;7;2;36;16;16;74;253;135;36;28;144;514;59;10;6;86;353;26;15;5;675;130
;630002;57;7;2;91;33;21;52;472;334;71;46;178;1249;87;23;15;159;578;35;13;12;1242;230
;630003;57;7;2;20;9;2;11;124;92;18;8;43;326;29;7;5;37;234;16;15;3;562;91
;630004;57;7;2;32;14;7;25;143;117;26;11;57;442;34;14;3;55;252;27;11;3;397;122
;630005;57;7;2;32;7;5;25;131;71;20;14;55;347;32;8;5;36;217;11;13;4;375;86
;630006;57;7;2;57;18;13;39;274;145;37;30;111;544;48;21;7;93;370;27;15;6;912;138
;630007;57;7;2;15;1;7;2;62;37;14;7;19;175;25;1;3;16;113;13;4;3;188;48
;630008;57;7;2;31;8;11;14;163;68;29;18;47;356;35;7;6;43;242;20;6;5;382;86
;630009;57;7;2;529;207;135;340;3141;488;209;143;759;2318;160;66;45;563;971;75;55;19;2959;393
;630010;57;7;2;23;4;4;8;120;60;14;8;35;214;27;5;-;25;164;10;7;-;235;67
;630011;57;7;2;39;22;11;19;291;184;53;39;78;672;69;11;6;86;559;42;22;6;1223;256
;630012;57;7;2;54;21;9;14;325;146;40;26;53;674;38;12;8;43;424;23;19;5;774;156
;630013;57;7;2;53;32;16;48;325;106;46;34;224;419;37;10;8;176;254;28;13;9;747;111
;630014;57;7;2;45;16;19;42;233;108;36;26;137;467;31;16;4;87;281;19;5;4;687;123
;630015;57;7;2;156;47;32;80;782;138;31;43;197;621;56;15;6;169;359;22;17;5;1139;154
;630016;56;7;2;21;18;9;14;175;123;15;23;37;490;28;8;5;43;319;13;9;3;442;70
;630017;56;7;2;94;25;21;67;482;222;61;32;186;864;86;24;11;151;568;48;37;11;1562;239
;630018;56;7;2;31;12;14;24;233;92;24;19;111;383;45;11;6;60;243;17;14;7;485;95
;630019;56;7;2;25;4;4;6;98;47;13;13;33;248;23;5;2;31;148;14;5;4;288;69
;630020;56;7;2;14;10;5;16;118;43;11;13;32;201;26;4;5;32;110;11;8;1;248;52
;630021;56;7;2;7;7;2;5;112;32;9;2;28;196;19;3;5;25;146;7;7;2;174;57
;630022;56;7;2;1;5;2;3;55;20;-;3;12;75;16;4;2;8;66;2;3;1;102;28
;630023;56;7;2;16;17;5;33;140;77;13;13;56;285;22;8;4;61;175;22;6;2;265;72
;630024;56;7;2;68;22;13;55;403;163;29;31;116;724;72;18;5;89;448;31;11;5;871;178
;630025;56;7;2;25;18;5;12;186;85;25;14;54;324;37;8;1;44;232;13;17;1;252;69
;630026;56;7;2;21;8;5;9;134;80;22;17;42;312;28;4;1;25;199;6;4;1;237;41
;630027;56;7;2;25;10;4;8;177;90;19;11;60;381;31;8;5;37;257;19;12;9;463;79
;630028;56;7;2;16;13;4;9;154;56;16;11;40;290;39;10;6;32;201;11;14;1;318;84
;630029;56;7;2;22;3;7;8;120;55;14;15;42;251;35;6;3;41;173;12;8;-;338;81
;630030;56;7;2;100;35;48;77;662;300;106;67;401;1203;89;19;19;313;639;39;26;9;1237;227
;630031;56;7;2;29;8;5;16;144;140;35;24;53;473;20;7;5;23;231;18;5;3;227;62
;630032;56;7;2;76;29;16;41;584;333;88;63;172;1528;119;28;22;154;1043;73;35;13;1878;432
;630033;56;7;2;59;26;15;49;329;103;25;37;113;476;41;11;4;65;263;17;14;-;340;103
;630034;56;7;2;52;25;22;28;350;247;56;35;110;887;56;18;6;91;412;19;17;10;738;182
;657001;80;9;3;756;280;190;508;4097;886;278;238;1295;3440;291;96;57;928;2078;165;113;41;5519;836
;657002;80;9;3;19;6;5;13;94;52;23;11;51;192;22;7;2;39;154;13;9;2;296;63
;657005;80;9;3;61;22;16;45;282;138;36;20;102;517;47;9;5;98;344;17;16;8;770;125
;657006;80;9;3;12;6;7;13;73;38;15;10;43;140;22;6;8;38;98;14;3;1;168;44
;657007;80;9;3;77;16;18;42;428;302;73;41;142;1200;79;20;9;100;596;46;22;9;1289;226
;657008;80;9;3;28;14;7;23;187;74;25;12;91;347;32;13;6;68;250;24;16;2;565;105
;657009;80;9;3;11;2;2;8;93;47;9;7;36;156;14;6;1;32;120;4;7;2;192;48
;657011;80;9;3;11;7;3;1;66;31;10;10;29;125;13;5;3;20;92;8;5;-;118;45
;657013;81;9;3;80;31;24;40;362;166;50;31;138;625;62;10;6;97;354;29;16;9;939;140
;657014;81;9;3;19;6;1;6;73;36;10;6;28;121;19;2;2;18;94;8;7;-;154;21
;657015;81;9;3;39;19;17;35;193;76;24;18;138;271;29;8;8;100;150;14;5;6;249;66
;657016;81;9;3;22;4;1;13;82;45;7;9;34;188;15;2;3;33;99;10;7;1;273;61
;657017;81;9;3;168;66;38;77;1128;334;87;60;226;1408;129;32;12;175;801;50;37;12;1678;316
;657018;81;9;3;15;3;9;2;63;36;12;5;21;117;14;1;-;16;74;8;4;-;126;36
;657019;81;9;3;15;8;3;9;63;30;9;9;46;161;13;6;3;25;104;7;11;5;183;26
;657020;81;9;3;9;4;4;5;42;24;5;4;26;78;9;1;5;16;52;-;1;-;84;22
;657021;81;9;3;17;5;1;7;68;31;7;2;32;146;19;6;-;27;106;11;7;4;154;55
;657022;81;9;3;8;7;4;8;68;38;15;4;29;164;11;4;2;26;121;10;11;3;183;54
;657023;81;9;3;77;24;21;38;368;257;78;47;149;887;79;16;8;97;462;37;25;8;1058;211
;657024;81;9;3;72;23;19;30;377;164;48;28;123;725;73;17;7;88;503;36;23;9;1143;202
;657025;81;9;3;17;4;5;10;124;59;14;9;59;234;25;4;3;53;135;7;3;1;215;53
;657026;81;9;3;95;28;24;94;426;248;68;40;188;1023;79;19;18;164;524;43;26;6;1337;188
;657027;81;9;3;72;23;19;53;350;149;42;22;125;716;76;13;4;111;452;36;17;12;1022;158
;657028;81;9;3;6;2;1;1;46;32;5;3;14;79;8;3;1;12;54;5;1;1;93;26
;657029;81;9;3;25;7;4;11;147;81;14;12;43;283;31;7;3;20;179;18;12;-;320;64
;657030;81;9;3;20;11;3;10;112;59;18;10;34;174;13;4;3;39;111;11;6;2;250;35
;661001;82;9;3;517;160;109;276;2746;641;171;124;626;2267;254;59;39;456;1569;144;90;34;3847;772
;661002;82;9;3;71;28;16;30;296;314;63;44;107;1078;60;20;9;67;421;40;18;5;913;200
;661003;82;9;3;36;6;8;18;210;99;22;17;86;387;36;7;5;53;241;22;9;3;365;95
;661004;82;9;3;54;22;14;37;349;240;53;45;89;904;56;11;8;52;481;37;14;2;764;163
