Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Opførelsesår_Antal_personer_Før 1940
;766024;72;8;3;309
;773001;87;10;3;784
;773002;87;10;3;2121,73
;773003;87;10;3;1342,86
;773004;87;10;3;1120
;773005;87;10;3;3159,41
;779020;74;9;3;400
;779021;74;9;3;5074
;779022;74;9;3;1736
;779023;74;9;3;1237
;779024;74;9;3;1777
;779025;74;9;3;859
;779026;74;9;3;1443
;779027;74;9;3;1559
;787001;87;10;3;4225,65
;787002;87;10;3;1546,69
;787003;87;10;3;1609,18
;787004;87;10;3;457,70
;787005;87;10;3;1631,23
;787006;87;10;3;593
;787007;87;10;3;994,32
;787008;87;10;3;1114,93
;787009;87;10;3;607,04
;787010;87;10;3;541
;787011;87;10;3;323,02
;787012;87;10;3;1049,57
;787013;87;10;3;512,67
;787014;87;10;3;368
;787015;87;10;3;300
;791001;75;9;3;836
;791002;75;9;3;988
;791003;75;9;3;421
;791004;75;9;3;1186
;791005;75;9;3;948
;791006;75;9;3;978
;791007;75;9;3;876
;791008;75;9;3;6912
;791009;76;9;3;2598
;791011;76;9;3;1228
;791012;76;9;3;1769
;791013;76;9;3;1405
;791014;76;9;3;1307
;791015;76;9;3;1500
;791016;76;9;3;1238
;791017;76;9;3;1181
;810001;86;10;3;455
;810002;86;10;3;686
;810003;86;10;3;1492
;810004;86;10;3;683
;810005;86;10;3;862
;810006;86;10;3;934
;810010;86;10;3;2497
;810034;86;10;3;383
;810040;86;10;3;758
;810050;86;10;3;769
;810056;86;10;3;388
;810070;86;10;3;1266
;810080;86;10;3;435
;813001;84;10;3;724
;813002;84;10;3;387
;813003;84;10;3;244
;813004;84;10;3;333
;813005;84;10;3;323
;813006;84;10;3;4494
;813007;84;10;3;753
;813008;84;10;3;271
;813009;84;10;3;1562
;813010;84;10;3;575
;813011;84;10;3;443
;813012;84;10;3;466
;813013;84;10;3;948
;813014;84;10;3;331
;813015;84;10;3;910
;820001;88;10;3;1347
;820002;88;10;3;1575
;820003;88;10;3;403
;820004;88;10;3;1640
;820005;88;10;3;733
;820006;88;10;3;669
;820007;88;10;3;904
;820008;88;10;3;944
;820009;88;10;3;545
;820010;88;10;3;1629
;820011;88;10;3;865
;820012;88;10;3;849
;820013;88;10;3;519
;820014;88;10;3;452
;825015;84;10;3;762
;840001;88;10;3;1056
;840002;88;10;3;948
;840003;88;10;3;652
;840004;88;10;3;1155
;840005;88;10;3;1383
;840006;88;10;3;595
;840007;88;10;3;573
;840008;88;10;3;857
;840009;88;10;3;571
;840010;88;10;3;838
;840011;88;10;3;467
;846002;89;10;3;927
;846003;89;10;3;1474
;846004;89;10;3;1073
;846008;89;10;3;810
;846009;89;10;3;1117
;846011;89;10;3;1894
;846014;89;10;3;670
;846018;89;10;3;836
;846020;89;10;3;1242
;846022;89;10;3;898
;846027;89;10;3;2724
;849001;86;10;3;790
;849002;86;10;3;408
;849003;86;10;3;313
;849004;86;10;3;484
;849005;86;10;3;461
;849006;86;10;3;321
;849007;86;10;3;298
;849008;86;10;3;794
;849009;86;10;3;452
;849010;86;10;3;290
;849011;86;10;3;467
;849012;86;10;3;839
;849013;86;10;3;1054
;849014;86;10;3;620
;849015;86;10;3;693
;849016;86;10;3;783
;849018;86;10;3;1630
;849020;86;10;3;212
;849021;86;10;3;508
;851003;92;10;3;2046,07
;851004;92;10;3;1595,93
;851005;92;10;3;1573
;851007;92;10;3;595
;851009;92;10;3;713,55
;851010;92;10;3;898,45
;851011;92;10;3;1236
;851012;92;10;3;2780,45
;851014;91;10;3;1670
;851015;91;10;3;5712
;851016;92;10;3;7402,55
;851017;91;10;3;2141
;851018;91;10;3;387
;851019;91;10;3;1293,56
;851020;91;10;3;753,44
;851022;91;10;3;1020
;851024;91;10;3;768
;851027;90;10;3;2562,21
;851028;90;10;3;2195,60
;851029;90;10;3;343,84
;851030;90;10;3;1362,86
;851031;90;10;3;1639
;851032;90;10;3;909
;851033;90;10;3;411
;851034;90;10;3;207,61
;851035;90;10;3;1157
;851036;90;10;3;215,87
;851038;91;10;3;827
;851040;90;10;3;22
;851043;92;10;3;1776
;851044;92;10;3;1069
;851046;92;10;3;658
;851047;91;10;3;1746
;851052;91;10;3;893
;851056;90;10;3;769
;851058;90;10;3;752
;851061;90;10;3;1293
;860001;85;10;3;468
;860003;85;10;3;401
;860004;85;10;3;3017
;860006;85;10;3;453
;860007;85;10;3;634
;860008;85;10;3;730
;860011;85;10;3;1481
;860012;85;10;3;1071
;860013;85;10;3;708
;860014;85;10;3;712
;860015;85;10;3;552
;860016;85;10;3;883
;860018;85;10;3;822
;860019;85;10;3;1865
;860020;85;10;3;508
;860021;85;10;3;1115
;860022;85;10;3;948
;860023;85;10;3;447
;860026;85;10;3;636
;860027;85;10;3;570
;860028;85;10;3;764
