Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Opførelsesår_Antal_boliger_1990-1999
;791005;75;9;3;31
;791006;75;9;3;112
;791007;75;9;3;24
;791008;75;9;3;1290
;791009;76;9;3;465
;791011;76;9;3;44
;791012;76;9;3;97
;791013;76;9;3;564
;791014;76;9;3;62
;791015;76;9;3;71
;791016;76;9;3;94
;791017;76;9;3;123
;810001;86;10;3;8
;810002;86;10;3;13
;810003;86;10;3;99
;810004;86;10;3;8
;810005;86;10;3;112
;810006;86;10;3;14
;810010;86;10;3;340
;810034;86;10;3;1
;810040;86;10;3;7
;810050;86;10;3;18
;810056;86;10;3;3
;810070;86;10;3;18
;810080;86;10;3;5
;813001;84;10;3;296
;813002;84;10;3;58
;813003;84;10;3;3
;813004;84;10;3;15
;813005;84;10;3;72
;813006;84;10;3;392
;813007;84;10;3;25
;813008;84;10;3;29
;813009;84;10;3;331
;813010;84;10;3;6
;813011;84;10;3;2
;813012;84;10;3;4
;813013;84;10;3;14
;813014;84;10;3;2
;813015;84;10;3;40
;820001;88;10;3;106
;820002;88;10;3;159
;820003;88;10;3;6
;820004;88;10;3;375
;820005;88;10;3;45
;820006;88;10;3;4
;820007;88;10;3;21
;820008;88;10;3;28
;820009;88;10;3;7
;820010;88;10;3;148
;820011;88;10;3;5
;820012;88;10;3;13
;820013;88;10;3;14
;820014;88;10;3;7
;825015;84;10;3;30
;840001;88;10;3;294
;840002;88;10;3;188
;840003;88;10;3;46
;840004;88;10;3;40
;840005;88;10;3;66
;840006;88;10;3;48
;840007;88;10;3;33
;840008;88;10;3;24
;840009;88;10;3;4
;840010;88;10;3;11
;840011;88;10;3;4
;846002;89;10;3;58
;846003;89;10;3;148
;846004;89;10;3;129
;846008;89;10;3;48
;846009;89;10;3;24
;846011;89;10;3;108
;846014;89;10;3;8
;846018;89;10;3;41
;846020;89;10;3;77
;846022;89;10;3;34
;846027;89;10;3;286
;849001;86;10;3;272
;849002;86;10;3;15
;849003;86;10;3;24
;849004;86;10;3;26
;849005;86;10;3;20
;849006;86;10;3;10
;849007;86;10;3;5
;849008;86;10;3;141
;849009;86;10;3;13
;849010;86;10;3;4
;849011;86;10;3;30
;849012;86;10;3;16
;849013;86;10;3;162
;849014;86;10;3;8
;849015;86;10;3;5
;849016;86;10;3;8
;849018;86;10;3;183
;849020;86;10;3;46
;849021;86;10;3;33
;851003;92;10;3;228,09
;851004;92;10;3;177,91
;851005;92;10;3;89
;851007;92;10;3;118
;851009;92;10;3;68,61
;851010;92;10;3;86,39
;851011;92;10;3;91
;851012;92;10;3;84,10
;851014;91;10;3;56
;851015;91;10;3;415
;851016;92;10;3;223,90
;851017;91;10;3;41
;851018;91;10;3;161
;851019;91;10;3;353,88
;851020;91;10;3;206,12
;851022;91;10;3;87
;851024;91;10;3;197
;851027;90;10;3;93,78
;851028;90;10;3;56,18
;851029;90;10;3;495,20
;851030;90;10;3;74,23
;851031;90;10;3;68
;851032;90;10;3;77
;851033;90;10;3;100
;851034;90;10;3;138,41
;851035;90;10;3;198
;851036;90;10;3;310,20
;851038;91;10;3;60
;851040;90;10;3;61
;851043;92;10;3;93
;851044;92;10;3;164
;851046;92;10;3;26
;851047;91;10;3;248
;851052;91;10;3;48
;851056;90;10;3;35
;851058;90;10;3;36
;851061;90;10;3;116
;860001;85;10;3;16
;860003;85;10;3;136
;860004;85;10;3;157
;860006;85;10;3;24
;860007;85;10;3;63
;860008;85;10;3;40
;860011;85;10;3;52
;860012;85;10;3;11
;860013;85;10;3;9
;860014;85;10;3;36
;860015;85;10;3;198
;860016;85;10;3;98
;860018;85;10;3;236
;860019;85;10;3;77
;860020;85;10;3;19
;860021;85;10;3;78
;860022;85;10;3;72
;860023;85;10;3;8
;860026;85;10;3;14
;860027;85;10;3;4
;860028;85;10;3;17
