Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,Kriminalitet B. Anholdelser_Antal anholdelser
,791005,75,9,3,11
,791006,75,9,3,9
,791007,75,9,3,6
,791008,75,9,3,276
,791009,76,9,3,25
,791011,76,9,3,10
,791012,76,9,3,24
,791013,76,9,3,36
,791014,76,9,3,9
,791015,76,9,3,21
,791016,76,9,3,6
,791017,76,9,3,9
,810001,86,10,3,5
,810002,86,10,3,8
,810003,86,10,3,13
,810004,86,10,3,9
,810005,86,10,3,9
,810006,86,10,3,6
,810010,86,10,3,61
,810034,86,10,3,1
,810040,86,10,3,4
,810050,86,10,3,1
,810056,86,10,3,4
,810070,86,10,3,9
,810080,86,10,3,7
,813001,84,10,3,40
,813002,84,10,3,6
,813003,84,10,3,4
,813004,84,10,3,5
,813005,84,10,3,4
,813006,84,10,3,152
,813007,84,10,3,9
,813008,84,10,3,1
,813009,84,10,3,21
,813010,84,10,3,14
,813011,84,10,3,1
,813012,84,10,3,4
,813013,84,10,3,5
,813014,84,10,3,2
,813015,84,10,3,6
,820001,88,10,3,20
,820002,88,10,3,12
,820003,88,10,3,8
,820004,88,10,3,38
,820005,88,10,3,9
,820006,88,10,3,12
,820007,88,10,3,5
,820008,88,10,3,8
,820009,88,10,3,6
,820010,88,10,3,9
,820011,88,10,3,7
,820012,88,10,3,5
,820013,88,10,3,7
,820014,88,10,3,4
,825015,84,10,3,2
,840001,88,10,3,23
,840002,88,10,3,5
,840003,88,10,3,3
,840004,88,10,3,6
,840005,88,10,3,11
,840006,88,10,3,7
,840007,88,10,3,4
,840008,88,10,3,7
,840009,88,10,3,2
,840010,88,10,3,4
,840011,88,10,3,5
,846002,89,10,3,12
,846003,89,10,3,15
,846004,89,10,3,4
,846008,89,10,3,14
,846009,89,10,3,11
,846011,89,10,3,19
,846014,89,10,3,4
,846018,89,10,3,4
,846020,89,10,3,6
,846022,89,10,3,8
,846027,89,10,3,58
,849001,86,10,3,12
,849002,86,10,3,4
,849003,86,10,3,2
,849004,86,10,3,1
,849005,86,10,3,0
,849006,86,10,3,4
,849007,86,10,3,3
,849008,86,10,3,16
,849009,86,10,3,2
,849010,86,10,3,14
,849011,86,10,3,4
,849012,86,10,3,9
,849013,86,10,3,16
,849014,86,10,3,3
,849015,86,10,3,7
,849016,86,10,3,4
,849018,86,10,3,35
,849020,86,10,3,8
,849021,86,10,3,14
,851003,92,10,3,46.63
,851004,92,10,3,36.37
,851005,92,10,3,57
,851007,92,10,3,13
,851009,92,10,3,13.72
,851010,92,10,3,17.28
,851011,92,10,3,19
,851012,92,10,3,45.87
,851014,91,10,3,35
,851015,91,10,3,40
,851016,92,10,3,122.13
,851017,91,10,3,34
,851018,91,10,3,20
,851019,91,10,3,13.90
,851020,91,10,3,8.10
,851022,91,10,3,11
,851024,91,10,3,32
,851027,90,10,3,38.92
,851028,90,10,3,29.13
,851029,90,10,3,32.32
,851030,90,10,3,28.83
,851031,90,10,3,36
,851032,90,10,3,17
,851033,90,10,3,3
,851034,90,10,3,5.57
,851035,90,10,3,20
,851036,90,10,3,20.23
,851038,91,10,3,8
,851040,90,10,3,58
,851043,92,10,3,15
,851044,92,10,3,25
,851046,92,10,3,8
,851047,91,10,3,14
,851052,91,10,3,5
,851056,90,10,3,17
,851058,90,10,3,13
,851061,90,10,3,14
,860001,85,10,3,4
,860003,85,10,3,31
,860004,85,10,3,63
,860006,85,10,3,5
,860007,85,10,3,5
,860008,85,10,3,6
,860011,85,10,3,9
,860012,85,10,3,10
,860013,85,10,3,3
,860014,85,10,3,6
,860015,85,10,3,16
,860016,85,10,3,25
,860018,85,10,3,21
,860019,85,10,3,30
,860020,85,10,3,2
,860021,85,10,3,6
,860022,85,10,3,18
,860023,85,10,3,2
,860026,85,10,3,8
,860027,85,10,3,4
,860028,85,10,3,8
