Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Ejerforhold_Antal_personer_01. Ejerbolig;Ejerforhold_Antal_personer_02. Andelsbolig;Ejerforhold_Antal_personer_03. Almennyttig bolig;Ejerforhold_Antal_personer_04. Lejer i offentligt ejet;Ejerforhold_Antal_personer_05. Privat lejerbolig;Ejerforhold_Antal_personer_06. Øvrige beboede boliger
;461020;42;6;2;3817;140;225;-;227;231
;461021;42;6;2;2498;92;13;53;227;290
;461023;43;6;2;2961;578;1543;495;2026;4741
;461024;43;6;2;4346;18;716;-;401;234
;461025;43;6;2;3436;221;2655;26;376;2383
;461026;43;6;2;8157;201;1303;90;579;621
;461028;43;6;2;4139;268;70;62;295;617
;461029;43;6;2;4558;22;972;-;506;579
;461030;43;6;2;5343;237;1708;66;403;1327
;461031;43;6;2;2507;99;614;2;145;360
;461032;43;6;2;702;16;40;20;86;98
;461033;43;6;2;3673;122;707;13;268;665
;461035;41;6;2;1540;122;8844;102;103;233
;461036;41;6;2;1519;402;2023;155;67;515
;479001;47;6;2;6634;306;2237;214;1741;3226
;479002;47;6;2;1837;14;1156;50;249;245
;479003;47;6;2;3535;168;2492;1;417;762
;479004;47;6;2;995,68;35,74;-;11,35;129,35;48,79
;479005;47;6;2;3287;134;92;102;265;181
;479006;47;6;2;-;-;-;-;-;-
;479007;47;6;2;1831;275;110;3;198;114
;479008;47;6;2;759,32;27,26;-;8,65;98,65;37,21
;479009;47;6;2;2030;143;153;23;287;136
;479010;47;6;2;3048;163;-;42;210;82
;479011;47;6;2;2022;108;-;3;182;508
;479014;47;6;2;1077;11;19;-;122;141
;479016;47;6;2;1394;55;107;43;304;311
;479017;47;6;2;1803;54;67;74;344;218
;479019;47;6;2;2209;37;90;-;322;143
;479021;47;6;2;989;22;45;-;175;26
;479023;47;6;2;1126;-;109;10;193;144
;479025;47;6;2;935;62;35;1;288;102
;479027;47;6;2;1340;51;41;1;252;236
;480001;45;6;2;3523;52;592;50;901;692
;480002;45;6;2;715;-;3;-;185;28
;480003;45;6;2;2648;-;18;10;500;109
;480004;45;6;2;4456;133;572;105;743;624
;480005;45;6;2;1010;-;-;36;153;50
;480006;45;6;2;1110;-;22;-;200;94
;480007;45;6;2;1045;-;22;-;253;58
;480008;45;6;2;2446;38;61;-;152;205
;480009;45;6;2;1224;7;28;14;201;94
;480010;45;6;2;3115;76;338;11;345;598
;482001;47;6;2;702,45;11,27;21,66;14,31;130,60;19,18
;482002;47;6;2;1803,71;31,68;41,34;45,84;407,22;119,41
;482005;47;6;2;3237,84;168,05;748;40,84;774,18;734,41
;482007;47;6;2;1460,55;12;61;39;277,17;146,47
;482011;47;6;2;1024,45;31;20;19;243,83;104,53
;492001;48;6;2;1876;10;266;7;423;165
;492002;48;6;2;1604;-;149;3;346;50
;492003;48;6;2;892;-;24;2;130;17
;510001;61;7;2;3682,72;243,19;2693,48;7,70;1194,31;2256,97
;510002;61;7;2;3539;109;2093;55;640;510
;510003;61;7;2;2879,74;35,68;222,94;58,05;422,27;718,72
;510004;61;7;2;961,00;3,41;19,98;20,05;149,04;49,34
;510005;61;7;2;856,10;24,27;58,85;7,10;135,74;98,28
;510006;61;7;2;1455,49;165,32;112,38;1,86;142,76;67,22
;510007;61;7;2;-;-;-;-;-;-
;510008;61;7;2;1307,00;14;44,92;0,84;284,60;59,43
;510009;61;7;2;2510;73;110;-;155;66
;510010;61;7;2;1306,00;-;29,08;1,16;183,40;52,57
;510011;61;7;2;957,67;13;27,26;0,05;144,10;117,97
;510012;61;7;2;804,52;-;29,30;4,06;93,03;20,15
;510013;61;7;2;1189,55;75,13;34,58;4,24;186,41;41,31
;510014;61;7;2;1737,81;-;21,44;0,89;294,86;117,88
;510015;61;7;2;1065;-;71;-;137;45
;510016;61;7;2;836;-;19;6;137;50
;510017;61;7;2;3905,38;132;2249,50;119;583,37;153,39
;510018;61;7;2;1891,03;12;50,28;3;419,10;130,77
;510019;61;7;2;924;-;12;-;215;46
;510020;61;7;2;2182,28;83;305;59;376,80;331,18
;510021;61;7;2;618,45;8,93;15,17;18,74;102,95;39,20
;510022;61;7;2;424,27;1,07;1,83;2,26;50,25;33,62
;530001;55;7;2;4489;171;1421;95;399;453
;530002;55;7;2;1721;75;85;18;255;198
;530003;55;7;2;1611;10;107;25;231;147
;530004;55;7;2;783;19;24;-;113;77
;530005;55;7;2;791;34;37;6;132;34
;530006;55;7;2;7199;189;2005;112;847;654
;530007;55;7;2;1525;15;127;23;240;111
;540001;49;7;2;3224;80;1472;82;545;184
;540002;49;7;2;1588;12;802;2;280;19
;540003;49;7;2;2445;44;272;50;439;158
;540004;49;7;2;1890;48;72;4;360;38
;540005;49;7;2;2587;142;467;126;350;93
;540006;49;7;2;2669;89;231;64;238;48
;540007;49;7;2;1944;6;45;26;427;43
;540008;49;7;2;442;-;-;7;104;3
;540009;49;7;2;4212;663;3566;56;511;414
;540010;49;7;2;2787;-;4456;55;234;645
;540011;49;7;2;2411;195;1802;58;1691;1446
;540012;49;7;2;4590;267;420;59;492;226
;540013;49;7;2;2641;44;167;39;375;47
;540014;49;7;2;1424;9;60;-;272;53
;540015;49;7;2;3444;115;326;-;526;205
;540016;49;7;2;5470;188;1013;104;818;392
;540017;49;7;2;789;-;15;4;131;24
;550001;51;7;2;1329;31;99;21;310;81
;550002;51;7;2;561;7;6;-;125;19
;550003;51;7;2;459;6;-;-;90;10
;550004;51;7;2;1183;20;229;20;180;68
;550007;51;7;2;433;-;11;-;75;40
;550008;51;7;2;897;39;25;-;120;38
;550012;51;7;2;1957;55;558;11;390;238
;550014;51;7;2;1121;13;25;67;164;17
;550015;51;7;2;517;8;36;-;163;49
;550016;51;7;2;750;-;-;-;202;26
;550017;51;7;2;1509;27;58;-;354;169
;550018;51;7;2;561;16;6;5;162;24
;550019;51;7;2;432;14;-;-;109;14
;550021;51;7;2;532;-;-;-;155;20
;550023;51;7;2;2712;66;271;30;669;285
;550024;51;7;2;835;-;-;-;171;46
;550025;51;7;2;4326;203;1697;124;877;957
;550027;51;7;2;899;27;15;-;131;28
;550029;51;7;2;830;6;38;-;119;22
;550051;51;7;2;388;10;39;10;73;39
;550061;51;7;2;2457;73;365;9;582;221
;550071;51;7;2;478;-;-;1;136;35
;561002;52;7;2;3735;399;1630;311;2378;4221
;561003;52;7;2;363;18;1489;320;104;341
;561004;52;7;2;1930;158;1245;113;358;599
;561005;52;7;2;2632;16;3851;64;224;141
;561006;52;7;2;2929;388;2722;95;151;252
;561007;52;7;2;2461;14;2140;363;186;151
;561008;53;7;2;1906;29;109;3;85;102
;561011;52;7;2;2842;30;753;31;66;506
;561012;53;7;2;2845;133;104;64;208;102
;561015;52;7;2;5611;104;959;207;163;110
;561016;53;7;2;5787;502;872;76;270;168
;561017;53;7;2;1422;62;17;5;44;43
;561020;53;7;2;2842;164;150;42;262;98
;561021;52;7;2;1491;-;2362;154;37;13
;561022;52;7;2;1836;28;1120;3;71;114
;561023;52;7;2;2120;203;1381;8;65;3
;561024;53;7;2;2747;487;704;6;118;106
;561025;53;7;2;7775;181;890;114;1120;533
;561028;53;7;2;6891;281;1679;141;1190;972
;561032;53;7;2;1659;-;23;-;309;59
;561033;53;7;2;2201;49;94;-;365;88
;561035;53;7;2;-;-;-;-;-;-
;561038;53;7;2;1275;-;15;-;280;64
;561040;53;7;2;2699;65;154;38;452;260
;563001;52;7;2;2224;100;263;12;406;119
;563002;52;7;2;281;9;-;4;55;15
;573001;54;7;2;8233;477;3234;98;1147;1152
;573004;54;7;2;977;7;18;6;86;39
;573005;54;7;2;639;18;60;-;85;48
;573006;54;7;2;771;-;12;-;112;39
;573007;54;7;2;1393;8;68;-;128;46
;573008;54;7;2;945;10;41;-;109;61
;573009;54;7;2;1108;21;32;5;120;40
;573010;54;7;2;1087;-;-;-;193;124
;573013;54;7;2;1594;66;97;42;291;166
;573014;54;7;2;648;-;-;2;101;86
;573015;54;7;2;1284;45;40;20;191;106
;573018;54;7;2;2778;120;302;87;332;134
;573019;54;7;2;387;8;13;9;81;71
;573022;54;7;2;982;14;41;14;135;61
;573023;54;7;2;1197;8;115;24;206;56
;573024;54;7;2;533;-;44;-;72;28
;573026;54;7;2;1266;11;65;-;178;46
;573027;54;7;2;766;-;57;35;125;76
;573028;54;7;2;1073;23;63;15;140;70
;573030;54;7;2;4337;86;311;93;734;335
;573031;54;7;2;1502;34;75;24;288;123
;573032;54;7;2;1315;-;118;36;203;74
;573033;54;7;2;585;7;49;1;132;62
;575001;55;7;2;3936;169;645;68;599;252
;575002;55;7;2;655;9;12;8;112;40
;575003;55;7;2;2490;28;306;8;613;272
;575004;55;7;2;948;-;21;-;135;64
;575005;55;7;2;978;12;60;-;172;62
;575006;55;7;2;377;29;18;-;120;36
;575007;55;7;2;2171;168;425;56;468;184
;575008;55;7;2;759;7;3;-;151;55
;575009;55;7;2;1918;57;197;18;265;115
;575010;55;7;2;570;-;7;-;135;40
;575011;55;7;2;1358;19;112;2;316;52
;575012;55;7;2;357;-;-;-;75;43
;575013;55;7;2;669;-;9;-;76;38
;575014;55;7;2;5085;335;2112;139;928;588
;575015;55;7;2;595;6;-;-;90;6
;575016;55;7;2;2718;173;38;35;310;155
;575017;55;7;2;1253;12;83;-;139;35
;575018;55;7;2;1253;24;50;6;207;11
;575019;55;7;2;1581;9;84;9;278;246
;580001;50;7;2;737;-;13;-;162;27
;580002;50;7;2;684;18;5;-;161;70
;580003;50;7;2;4403;450;1271;12;389;254
;580004;50;7;2;3461;65;138;46;517;236
;580005;50;7;2;1591;12;109;-;177;74
;580006;50;7;2;753;9;19;-;155;28
;580007;50;7;2;1755;11;135;-;299;68
;580008;50;7;2;1852;36;193;16;272;89
;580009;50;7;2;1721;30;136;1;275;68
;580010;50;7;2;957;9;33;25;201;83
;580011;50;7;2;1955;14;54;49;444;105
;580012;50;7;2;2188;36;482;27;478;302
;580013;50;7;2;1718;38;75;23;265;76
;580014;50;7;2;3176;39;362;61;502;147
;580015;50;7;2;3172;199;998;60;535;169
;580016;50;7;2;3931;353;1645;224;1095;2122
;580017;50;7;2;2069;220;1389;25;232;177
;580018;50;7;2;1260;137;1645;-;44;133
;607001;58;7;2;7749;32;3686;156;1195;1521
;607002;58;7;2;1349;30;19;6;92;44
;607003;58;7;2;7571;334;709;47;358;579
;607004;58;7;2;646;29;15;-;105;22
;607005;58;7;2;4465;147;274;57;329;368
;607006;58;7;2;4459;182;5627;125;199;629
;607007;58;7;2;1671;71;33;8;107;20
;607008;58;7;2;928;59;1287;116;1826;2096
;615001;71;8;3;1461;57;3421;11;654;1031
;615002;71;8;3;2034;87;1336;69;969;2177
;615003;71;8;3;2526;316;869;71;1696;5039
;615004;71;8;3;-;-;-;-;-;-
;615005;71;8;3;2906;150;1479;90;591;671
;615006;71;8;3;8307;282;563;36;464;247
;615007;71;8;3;5209;116;192;3;320;127
;615008;71;8;3;3022;68;375;18;143;143
;615009;71;8;3;2548;225;116;8;280;147
;615010;71;8;3;2453;127;273;8;224;541
;615011;71;8;3;5527;326;171;-;248;327
;615012;71;8;3;3501;212;-;7;170;190
;615013;71;8;3;3167;138;267;110;602;459
;615014;71;8;3;1588;16;11;5;172;95
;615015;71;8;3;906;-;3;4;123;73
;615016;71;8;3;2809;63;151;25;334;284
;615017;71;8;3;2360;91;112;17;154;305
;615018;71;8;3;2799;70;146;35;298;321
;615019;71;8;3;1381;12;67;9;227;95
;615020;71;8;3;660;-;-;-;24;38
;615021;71;8;3;191;16;2004;28;8;611
;615022;71;8;3;435;6;-;1;43;22
;621001;59;7;2;2440;128;1565;27;1054;2313
;621002;59;7;2;1571;18;3333;231;194;387
;621003;59;7;2;2508;149;3271;2;182;137
;621004;59;7;2;5948;597;886;47;359;775
;621005;59;7;2;4238;154;350;106;282;176
;621006;59;7;2;4177;116;284;4;369;195
;621007;59;7;2;4413;98;500;-;613;321
;621008;60;7;2;1629;127;3052;18;496;1192
;621009;60;7;2;4399;35;873;27;1267;2272
;621010;60;7;2;4687;246;379;-;384;510
;621011;60;7;2;4174;100;216;27;171;225
;621012;60;7;2;3602;134;105;25;506;193
;621013;60;7;2;2435;32;306;61;172;147
;621014;60;7;2;5447;136;525;55;769;501
;621015;60;7;2;5034;91;375;66;1006;428
;630001;57;7;2;2393;38;296;264;198;171
;630002;57;7;2;4450;135;422;82;362;1342
;630003;57;7;2;1757;50;21;6;192;33
;630004;57;7;2;1963;-;38;14;220;113
;630005;57;7;2;1609;10;75;-;191;86
;630006;57;7;2;2600;29;221;36;429;353
;630007;57;7;2;833;10;22;-;88;17
;630008;57;7;2;1648;41;96;3;195;85
;630009;57;7;2;3689;202;4291;357;1985;5168
;630010;57;7;2;1019;15;65;7;177;35
;630011;57;7;2;3784;142;300;142;142;193
;630012;57;7;2;2832;29;192;-;293;413
;630013;57;7;2;1240;153;1897;62;44;10
;630014;57;7;2;1611;24;1149;59;89;61
;630015;57;7;2;677;50;2099;88;464;1118
;630016;56;7;2;2193;104;56;9;83;120
;630017;56;7;2;4106;223;628;31;517;460
;630018;56;7;2;1838;19;96;9;320;151
;630019;56;7;2;1060;-;42;2;143;141
;630020;56;7;2;930;-;27;-;148;99
;630021;56;7;2;852;-;3;-;160;51
;630022;56;7;2;440;-;-;-;51;4
;630023;56;7;2;1380;-;35;-;154;85
;630024;56;7;2;3124;163;521;74;256;268
;630025;56;7;2;1591;-;-;10;187;88
;630026;56;7;2;1264;38;111;-;94;124
;630027;56;7;2;1743;32;147;8;198;94
;630028;56;7;2;1338;8;44;10;153;96
;630029;56;7;2;1164;13;30;9;189;128
;630030;56;7;2;3562;249;2786;98;252;776
;630031;56;7;2;1670;10;58;12;157;341
;630032;56;7;2;6501;226;1076;156;317;656
;630033;56;7;2;1465;-;413;9;357;388
;630034;56;7;2;3641;136;159;34;257;295
;657001;80;9;3;11197;293;7627;700;2506;4245
;657002;80;9;3;981;26;35;-;187;116
;657005;80;9;3;2553;79;224;-;351;212
;657006;80;9;3;731;-;11;3;149;43
;657007;80;9;3;5438;163;171;64;302;309
;657008;80;9;3;1703;23;191;31;293;78
;657009;80;9;3;771;10;16;-;148;35
;657011;80;9;3;705;-;11;-;60;2
;657013;81;9;3;3119;44;357;53;467;170
;657014;81;9;3;659;-;28;-;97;29
;657015;81;9;3;803;53;940;-;44;139
;657016;81;9;3;854;22;35;9;176;39
;657017;81;9;3;6144;207;923;75;523;919
;657018;81;9;3;603;8;23;-;103;12
;657019;81;9;3;767;-;16;-;121;35
;657020;81;9;3;387;-;12;-;95;4
;657021;81;9;3;715;9;27;4;79;48
;657022;81;9;3;824;11;24;-;72;48
;657023;81;9;3;4215;84;281;47;286;332
;657024;81;9;3;3573;168;196;48;422;325
;657025;81;9;3;1083;-;15;1;96;173
;657026;81;9;3;4558;84;482;166;308;552
;657027;81;9;3;3160;89;407;40;486;265
;657028;81;9;3;379;-;15;16;70;18
;657029;81;9;3;1468;12;56;-;164;16
;657030;81;9;3;838;-;35;-;190;140
;661001;82;9;3;10228;209;2781;352;2344;1837
;661002;82;9;3;4881;26;114;5;294;236
;661003;82;9;3;1887;12;33;24;293;39
;661004;82;9;3;4081;134;149;98;204;96
;661005;82;9;3;8148;302;4479;36;631;582
;661006;82;9;3;4279;59;298;78;699;254
;661007;82;9;3;1561;12;31;16;276;96
;661008;82;9;3;2403;77;263;60;347;247
;661009;82;9;3;1413;15;154;47;273;44
;661010;82;9;3;862;-;26;23;112;31
;665001;73;9;3;4341;196;829;209;707;475
;665002;73;9;3;1921;9;37;62;250;249
;665003;73;9;3;1794;28;56;24;152;25
;665004;73;9;3;1583;-;25;7;265;64
;665005;73;9;3;1002;-;13;18;218;46
;665006;73;9;3;1126;14;21;7;194;67
;665007;73;9;3;1495;40;64;21;265;80
;665008;73;9;3;1383;19;53;17;208;43
;671001;73;9;3;4192;154;1949;206;1023;756
;671002;73;9;3;1513;-;386;46;171;64
;671003;73;9;3;1408;10;58;-;167;53
;671004;73;9;3;1436;-;51;3;194;78
;671005;73;9;3;1596;24;107;23;94;45
;671006;73;9;3;1820;-;40;32;210;84
;671007;73;9;3;2400;32;73;31;371;136
;706001;66;8;3;5815;318;796;105;992;621
;706002;66;8;3;3093;49;47;57;414;123
;706003;66;8;3;1604;36;56;11;359;164
;706004;66;8;3;2597;53;177;32;421;178
;706005;66;8;3;3532;62;262;33;638;299
;706006;66;8;3;5733;180;840;75;519;655
;706007;66;8;3;2831;39;238;8;401;185
;706008;66;8;3;6157;198;546;128;675;595
;707001;66;8;3;6264;247;1103;196;1132;986
;707002;66;8;3;-;-;-;-;-;-
;707003;66;8;3;1882;12;63;9;428;133
;707004;66;8;3;3371;97;2015;215;652;519
;707005;66;8;3;2795;11;162;107;514;216
;707006;66;8;3;1672;36;50;28;281;81
;707007;66;8;3;2259;28;152;98;465;102
;707008;66;8;3;1821;24;44;106;356;173
;707009;66;8;3;3098;135;152;57;480;458
;707010;66;8;3;1361;12;110;4;211;106
;710001;69;8;3;4188;127;695;84;353;341
;710002;69;8;3;2934;141;292;43;287;179
;710003;69;8;3;2084;-;40;-;191;116
;710004;69;8;3;5070;300;847;128;612;711
;710005;69;8;3;1837;-;6;8;169;96
;710006;69;8;3;3453;257;561;25;263;317
;710007;69;8;3;3394;247;530;-;99;131
;710008;69;8;3;1383;46;77;26;104;198
;710009;69;8;3;3195;74;114;45;479;145
;710010;69;8;3;2951;31;118;36;386;262
;710011;69;8;3;1662;55;8;24;208;86
;710012;69;8;3;2624;123;101;2;80;147
;710013;69;8;3;957;34;28;16;136;67
;710014;69;8;3;958;37;7;5;81;125
;727001;70;8;3;8126;398;2497;94;1186;1179
;727002;70;8;3;417;-;-;-;46;32
;727003;70;8;3;1473;-;31;-;177;60
;727004;70;8;3;1202;-;-;-;98;56
;727005;70;8;3;1506;45;161;-;202;100
;727006;70;8;3;873;-;24;-;137;120
;727007;70;8;3;1108;12;-;8;162;54
;727008;70;8;3;1030;-;10;5;122;93
;727009;70;8;3;-;-;-;-;-;-
;727010;70;8;3;-;-;-;-;-;-
;730001;68;8;3;2185;103;208;54;246;341
;730002;68;8;3;2606;99;55;18;150;144
;730004;68;8;3;728;-;6;-;116;27
;730005;67;8;3;1111;23;23;14;211;199
;730006;67;8;3;829;-;15;-;211;76
;730007;67;8;3;1113;8;33;58;115;108
;730008;67;8;3;2046;35;68;88;186;258
;730009;67;8;3;1379;12;26;-;122;48
;730010;67;8;3;1119;18;9;10;166;83
;730011;67;8;3;3139,74;113,87;1219,85;27,72;162,38;384,18
;730012;67;8;3;2406;101;12;4;95;315
;730013;67;8;3;3280;168;213;-;212;384
;730014;67;8;3;2215;49;136;32;110;123
;730015;67;8;3;755;8;25;-;101;21
;730016;68;8;3;914;34;10;38;85;57
;730017;68;8;3;1005;21;83;2;130;64
;730021;68;8;3;2044;51;116;20;131;95
;730024;68;8;3;1229,26;271,13;996,15;121,28;1107,62;1564,82
;730025;68;8;3;1134;76;385;-;856;1427
;730026;67;8;3;3180;6;1313;64;570;580
;730027;67;8;3;1308;49;3458;96;481;534
;730028;68;8;3;694;200;232;106;1363;2350
;730029;67;8;3;3663;203;1938;162;410;682
;730030;67;8;3;1743;30;1414;115;201;477
;730031;68;8;3;5767;114;755;91;510;816
;730032;68;8;3;2413;49;736;95;339;579
;730033;68;8;3;1362;240;328;61;73;86
;730034;68;8;3;3185;12;188;-;90;136
;730036;68;8;3;3320;126;120;70;320;429
;730037;68;8;3;836;12;10;-;101;27
;740001;77;9;3;2472;80;150;16;331;297
;740002;77;9;3;2258;77;104;39;260;383
;740003;77;9;3;1528;24;104;-;339;213
;740004;77;9;3;1661;58;122;10;194;108
;740005;77;9;3;1042;18;43;10;168;74
;740006;77;9;3;4376;275;1710;103;329;737
;740007;77;9;3;3586;179;597;144;634;642
;740008;77;9;3;923;53;72;23;77;93
;740009;77;9;3;1152;-;14;1;160;42
;740010;77;9;3;1099;36;96;4;132;103
;740011;77;9;3;1343;182;226;8;147;35
;740012;77;9;3;827;-;15;-;77;45
;740013;77;9;3;3828;84;202;5;166;175
;740014;77;9;3;886;-;50;21;114;24
;740015;77;9;3;1408;144;78;-;117;39
;740016;77;9;3;2266;12;111;42;358;168
;740017;77;9;3;1096;-;41;21;133;39
;740018;77;9;3;1699;34;72;-;113;126
;740021;78;9;3;3558;32;240;44;158;506
;740022;78;9;3;1674;75;51;26;253;92
;740023;78;9;3;4253;180;357;-;151;409
;740024;78;9;3;974;111;21;-;79;14
;740025;78;9;3;342;-;-;6;72;71
;740026;78;9;3;454;195;1373;32;67;389
;740027;78;9;3;2036;164;209;-;117;775
;740028;78;9;3;2350;180;1365;-;299;119
;740029;78;9;3;2685;212;3908;31;246;238
;740030;78;9;3;2836;156;235;75;327;148
;740031;78;9;3;3657;230;1187;215;2051;2037
;740032;78;9;3;2837;141;279;7;177;86
;741001;70;8;3;2247;20;124;46;634;177
;741002;70;8;3;283;10;5;-;88;23
;746001;70;8;3;1991;46;55;-;165;82
;746002;70;8;3;4641;177;518;60;552;232
;746003;70;8;3;1587;25;162;12;161;119
;746004;70;8;3;6898;399;800;104;360;670
;746005;70;8;3;2988;61;136;17;286;166
;746006;70;8;3;5637;298;1271;258;1069;1344
;746007;70;8;3;4849;244;1637;31;199;321
;746008;70;8;3;5837;240;604;75;344;556
;746009;70;8;3;4437;172;141;11;233;239
;746010;70;8;3;3740;157;423;1;216;139
;746011;70;8;3;1937;15;24;-;135;80
;746012;70;8;3;1973;19;74;3;190;35
;751001;62;8;3;3550;964;295;534;5510;5669
;751002;62;8;3;650;417;2558;159;1714;2051
;751003;62;8;3;4481;182;3138;196;539;238
;751004;62;8;3;3598;2;1445;108;407;332
;751006;62;8;3;6850;616;1343;274;210;762
;751007;62;8;3;4357;99;2192;79;217;433
;751008;63;8;3;4709;280;3563;376;1092;2980
;751009;62;8;3;3379;197;814;62;226;67
;751010;65;8;3;1728,33;404,91;1052,15;143,80;2050,34;3986,93
;751011;62;8;3;3765;262;1033;29;122;348
;751012;62;8;3;4334;372;470;72;140;378
;751013;62;8;3;4513;130;543;71;196;438
;751014;62;8;3;575,68;128,94;358,06;48,39;654,40;1298,87
;751016;63;8;3;677;18;-;-;74;68
;751018;63;8;3;4518;219;1543;90;288;728
;751019;63;8;3;3372;457;980;90;109;316
;751020;65;8;3;834,53;330,99;333,93;58,20;1642,59;2590,88
;751021;65;8;3;1901,47;754,16;760,86;132,61;3742,66;5903,33
;751022;64;8;3;3221;30;513;42;364;302
;751023;64;8;3;4512;148;4024;178;452;685
;751024;64;8;3;6293;198;399;176;461;817
;751025;63;8;3;951;-;7287;7;225;704
;751026;63;8;3;3851;164;1137;3;160;1403
;751027;63;8;3;862;298;1430;85;2011;2748
;751028;63;8;3;3857;445;3744;157;257;1353
;751030;63;8;3;3406;317;355;83;267;435
;751031;63;8;3;602;-;13;-;37;50
;751033;63;8;3;2663;72;645;52;157;584
;751041;65;8;3;1479;665;967;88;2663;2696
;751042;64;8;3;2366;528;3060;277;3506;3269
;751043;64;8;3;1189;27;4075;359;928;1334
;751044;64;8;3;842;145;291;191;109;203
;751045;64;8;3;8699;28;251;74;678;727
;751047;65;8;3;8084;427;2252;97;428;830
;751048;65;8;3;2344;373;1052;82;111;59
;751049;65;8;3;3788;88;575;-;323;430
;751050;65;8;3;4275;187;325;113;209;356
;751051;65;8;3;6745;531;1158;63;321;767
;751053;64;8;3;2051;163;909;60;238;230
;751055;64;8;3;753;100;50;-;86;156
;751056;64;8;3;1557;-;130;1;217;181
;751061;65;8;3;2180;542;4656;467;572;3658
;751062;63;8;3;443;-;4224;20;170;98
;751063;63;8;3;2785;3;8417;208;217;1521
;751064;63;8;3;3479;96;2632;183;459;1075
;751065;65;8;3;5033;283;1613;85;196;1558
;751066;62;8;3;3620;103;1096;88;157;1248
;751067;64;8;3;1643;167;1547;64;1598;1399
;751068;64;8;3;725;2;2684;-;40;154
;756001;79;9;3;1790;29;113;3;304;168
;756002;79;9;3;904;26;2;7;183;27
;756003;79;9;3;1675;55;139;25;317;153
;756004;79;9;3;779;11;43;-;149;71
;756005;79;9;3;5770;219;844;142;869;931
;756006;79;9;3;725;-;8;-;119;85
;756007;79;9;3;10739;356;2960;122;1287;1450
;756008;79;9;3;859;25;28;33;129;59
;756009;79;9;3;2658;76;145;4;436;307
;756010;79;9;3;2327;73;131;7;300;173
;760001;83;9;3;3794,31;102,05;354,12;79,47;706,47;325,61
;760002;83;9;3;1059;41;20;25;118;42
;760004;83;9;3;769,28;10,95;45,48;8,53;147,69;71,54
;760007;83;9;3;1819,41;-;45,40;-;366,84;103,85
;760010;83;9;3;2517;55;194;30;430;142
;760012;83;9;3;939;70;95;-;78;90
;760014;83;9;3;5729;204;1750;135;757;951
;760016;83;9;3;1175;17;49;-;233;64
;760021;83;9;3;1620;37;147;20;245;90
;760022;83;9;3;1886;28;45;31;284;155
;760024;83;9;3;5383;208;1248;68;658;609
;760025;83;9;3;982;24;36;19;185;124
;760027;83;9;3;2094;15;51;-;344;147
;760028;83;9;3;998;-;36;-;116;80
;760030;83;9;3;3586;109;401;68;518;270
;760032;83;9;3;1108;-;22;-;184;55
;760033;83;9;3;2151;-;19;24;280;78
;760035;83;9;3;3055;29;166;16;497;185
;766001;72;8;3;6430;211;600;86;638;843
;766002;72;8;3;3145;14;362;9;412;415
;766003;72;8;3;1724;36;36;2;207;175
;766004;72;8;3;1261;18;44;8;124;225
;766005;72;8;3;533;25;3;-;45;26
;766006;72;8;3;1213;24;4;-;111;54
;766007;72;8;3;3206;184;640;7;477;424
;766010;72;8;3;1366;-;46;1;252;50
;766011;72;8;3;1234;-;9;2;181;121
;766012;72;8;3;1311;72;201;47;168;121
;766013;72;8;3;1306;12;22;24;268;204
;766014;72;8;3;1166;-;34;20;218;72
;766015;72;8;3;1894;50;34;-;196;99
;766017;72;8;3;2302;40;73;-;246;127
;766020;72;8;3;1607;45;39;8;115;138
;766021;72;8;3;1859;121;348;44;446;336
;766022;72;8;3;1183;32;116;2;237;103
;766023;72;8;3;1073;-;16;1;206;45
;766024;72;8;3;844;-;56;-;92;20
;773001;87;10;3;1119;16;-;-;192;35
;773002;87;10;3;3668,46;36,63;44;12,55;401,16;219,66
;773003;87;10;3;2159,68;8,37;24;37,72;303,34;92,17
;773004;87;10;3;1563;-;19;28;264;112
;773005;87;10;3;5902,86;216;1212;235,73;1166,50;1158,17
;779020;74;9;3;638;-;33;2;78;16
;779021;74;9;3;12473;427;4411;237;1883;2694
;779022;74;9;3;4539;42;218;-;394;256
;779023;74;9;3;2831;81;104;50;298;238
;779024;74;9;3;2967;8;90;52;477;122
;779025;74;9;3;2527;66;136;48;356;130
;779026;74;9;3;2889;54;102;64;470;183
;779027;74;9;3;2500;14;70;35;469;79
;787001;87;10;3;9384,35;407;2220,66;327,83;1608,98;1108,43
;787002;87;10;3;2722,37;89,46;83,69;27,78;455,23;91,43
;787003;87;10;3;3083,00;97,08;233,44;52,10;591,63;186,98
;787004;87;10;3;2071,42;78,99;163,46;36;446,14;169,54
;787005;87;10;3;2517,36;29,22;57;62,84;319,39;90,58
;787006;87;10;3;870;-;20;-;192;19
;787007;87;10;3;1488,17;20,41;47,97;28,18;223,92;60,09
;787008;87;10;3;1487,97;9,94;93,85;12,97;279,49;72,53
;787009;87;10;3;1441,00;11;25,11;6,41;171,92;37,29
;787010;87;10;3;953;13;17;26;186;124
;787011;87;10;3;753,67;22,33;22,31;4,14;122,73;17,41
;787012;87;10;3;1741,87;8,58;48,73;49,75;288,97;58,40
;787013;87;10;3;900,84;19,01;9,77;24;212,61;27,32
;787014;87;10;3;1122;12;20;32;84;15
;787015;87;10;3;748;30;41;20;126;89
;791001;75;9;3;2353;82;93;25;429;298
