Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,Opførelsesår_Antal_boliger_Før 1940
,787008,87,10,3,485.88
,787009,87,10,3,248.32
,787010,87,10,3,245
,787011,87,10,3,152.18
,787012,87,10,3,480.41
,787013,87,10,3,226.00
,787014,87,10,3,140
,787015,87,10,3,121
,791001,75,9,3,374
,791002,75,9,3,386
,791003,75,9,3,182
,791004,75,9,3,507
,791005,75,9,3,384
,791006,75,9,3,400
,791007,75,9,3,345
,791008,75,9,3,3577
,791009,76,9,3,1086
,791011,76,9,3,500
,791012,76,9,3,719
,791013,76,9,3,561
,791014,76,9,3,518
,791015,76,9,3,601
,791016,76,9,3,530
,791017,76,9,3,494
,810001,86,10,3,207
,810002,86,10,3,362
,810003,86,10,3,657
,810004,86,10,3,288
,810005,86,10,3,353
,810006,86,10,3,375
,810010,86,10,3,1186
,810034,86,10,3,145
,810040,86,10,3,290
,810050,86,10,3,316
,810056,86,10,3,171
,810070,86,10,3,577
,810080,86,10,3,170
,813001,84,10,3,426
,813002,84,10,3,193
,813003,84,10,3,117
,813004,84,10,3,140
,813005,84,10,3,147
,813006,84,10,3,2346
,813007,84,10,3,322
,813008,84,10,3,118
,813009,84,10,3,791
,813010,84,10,3,272
,813011,84,10,3,203
,813012,84,10,3,213
,813013,84,10,3,414
,813014,84,10,3,150
,813015,84,10,3,395
,820001,88,10,3,591
,820002,88,10,3,676
,820003,88,10,3,178
,820004,88,10,3,725
,820005,88,10,3,335
,820006,88,10,3,260
,820007,88,10,3,392
,820008,88,10,3,397
,820009,88,10,3,222
,820010,88,10,3,875
,820011,88,10,3,382
,820012,88,10,3,363
,820013,88,10,3,214
,820014,88,10,3,185
,825015,84,10,3,420
,840001,88,10,3,432
,840002,88,10,3,411
,840003,88,10,3,295
,840004,88,10,3,461
,840005,88,10,3,545
,840006,88,10,3,257
,840007,88,10,3,218
,840008,88,10,3,378
,840009,88,10,3,239
,840010,88,10,3,336
,840011,88,10,3,204
,846002,89,10,3,413
,846003,89,10,3,706
,846004,89,10,3,481
,846008,89,10,3,331
,846009,89,10,3,481
,846011,89,10,3,949
,846014,89,10,3,321
,846018,89,10,3,420
,846020,89,10,3,490
,846022,89,10,3,370
,846027,89,10,3,1423
,849001,86,10,3,331
,849002,86,10,3,163
,849003,86,10,3,131
,849004,86,10,3,214
,849005,86,10,3,181
,849006,86,10,3,158
,849007,86,10,3,145
,849008,86,10,3,369
,849009,86,10,3,218
,849010,86,10,3,131
,849011,86,10,3,205
,849012,86,10,3,389
,849013,86,10,3,518
,849014,86,10,3,284
,849015,86,10,3,267
,849016,86,10,3,334
,849018,86,10,3,728
,849020,86,10,3,119
,849021,86,10,3,237
,851003,92,10,3,1009.55
,851004,92,10,3,787.45
,851005,92,10,3,733
,851007,92,10,3,234
,851009,92,10,3,285.51
,851010,92,10,3,359.49
,851011,92,10,3,500
,851012,92,10,3,1530.71
,851014,91,10,3,1042
,851015,91,10,3,3796
,851016,92,10,3,4075.29
,851017,91,10,3,896
,851018,91,10,3,153
,851019,91,10,3,498.59
,851020,91,10,3,290.41
,851022,91,10,3,381
,851024,91,10,3,328
,851027,90,10,3,1589.60
,851028,90,10,3,1467.37
,851029,90,10,3,141.46
,851030,90,10,3,599.63
,851031,90,10,3,681
,851032,90,10,3,391
,851033,90,10,3,151
,851034,90,10,3,77.16
,851035,90,10,3,489
,851036,90,10,3,88.78
,851038,91,10,3,326
,851040,90,10,3,14
,851043,92,10,3,752
,851044,92,10,3,524
,851046,92,10,3,292
,851047,91,10,3,792
,851052,91,10,3,371
,851056,90,10,3,343
,851058,90,10,3,337
,851061,90,10,3,507
,860001,85,10,3,213
,860003,85,10,3,238
,860004,85,10,3,1745
,860006,85,10,3,200
,860007,85,10,3,274
,860008,85,10,3,352
,860011,85,10,3,659
,860012,85,10,3,458
,860013,85,10,3,302
,860014,85,10,3,329
,860015,85,10,3,238
,860016,85,10,3,438
,860018,85,10,3,355
,860019,85,10,3,837
,860020,85,10,3,231
,860021,85,10,3,548
,860022,85,10,3,467
,860023,85,10,3,198
,860026,85,10,3,286
,860027,85,10,3,233
,860028,85,10,3,332
