Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Kriminalitet C. Retsafgørelser_2. Ikke skyldig
;791004;75;9;3;7
;791005;75;9;3;5
;791006;75;9;3;8
;791007;75;9;3;3
;791008;75;9;3;111
;791009;76;9;3;12
;791011;76;9;3;5
;791012;76;9;3;8
;791013;76;9;3;23
;791014;76;9;3;10
;791015;76;9;3;11
;791016;76;9;3;8
;791017;76;9;3;9
;810001;86;10;3;3
;810002;86;10;3;3
;810003;86;10;3;6
;810004;86;10;3;-
;810005;86;10;3;4
;810006;86;10;3;7
;810010;86;10;3;26
;810034;86;10;3;1
;810040;86;10;3;2
;810050;86;10;3;-
;810056;86;10;3;2
;810070;86;10;3;3
;810080;86;10;3;1
;813001;84;10;3;8
;813002;84;10;3;2
;813003;84;10;3;1
;813004;84;10;3;3
;813005;84;10;3;1
;813006;84;10;3;56
;813007;84;10;3;5
;813008;84;10;3;2
;813009;84;10;3;9
;813010;84;10;3;5
;813011;84;10;3;-
;813012;84;10;3;3
;813013;84;10;3;5
;813014;84;10;3;-
;813015;84;10;3;2
;820001;88;10;3;13
;820002;88;10;3;11
;820003;88;10;3;3
;820004;88;10;3;19
;820005;88;10;3;5
;820006;88;10;3;4
;820007;88;10;3;3
;820008;88;10;3;10
;820009;88;10;3;-
;820010;88;10;3;3
;820011;88;10;3;3
;820012;88;10;3;1
;820013;88;10;3;2
;820014;88;10;3;2
;825015;84;10;3;3
;840001;88;10;3;9
;840002;88;10;3;4
;840003;88;10;3;4
;840004;88;10;3;2
;840005;88;10;3;4
;840006;88;10;3;1
;840007;88;10;3;1
;840008;88;10;3;1
;840009;88;10;3;2
;840010;88;10;3;1
;840011;88;10;3;1
;846002;89;10;3;20
;846003;89;10;3;6
;846004;89;10;3;2
;846008;89;10;3;5
;846009;89;10;3;5
;846011;89;10;3;12
;846014;89;10;3;4
;846018;89;10;3;2
;846020;89;10;3;6
;846022;89;10;3;3
;846027;89;10;3;26
;849001;86;10;3;15
;849002;86;10;3;1
;849003;86;10;3;2
;849004;86;10;3;1
;849005;86;10;3;2
;849006;86;10;3;-
;849007;86;10;3;-
;849008;86;10;3;5
;849009;86;10;3;4
;849010;86;10;3;5
;849011;86;10;3;3
;849012;86;10;3;1
;849013;86;10;3;6
;849014;86;10;3;-
;849015;86;10;3;5
;849016;86;10;3;5
;849018;86;10;3;6
;849020;86;10;3;2
;849021;86;10;3;3
;851003;92;10;3;19,10
;851004;92;10;3;14,90
;851005;92;10;3;40
;851007;92;10;3;2
;851009;92;10;3;6,20
;851010;92;10;3;7,80
;851011;92;10;3;15
;851012;92;10;3;24,03
;851014;91;10;3;11
;851015;91;10;3;30
;851016;92;10;3;63,97
;851017;91;10;3;13
;851018;91;10;3;8
;851019;91;10;3;10,74
;851020;91;10;3;6,26
;851022;91;10;3;6
;851024;91;10;3;10
;851027;90;10;3;22,44
;851028;90;10;3;18,21
;851029;90;10;3;22,88
;851030;90;10;3;12,97
;851031;90;10;3;33
;851032;90;10;3;13
;851033;90;10;3;7
;851034;90;10;3;3,18
;851035;90;10;3;6
;851036;90;10;3;14,32
;851038;91;10;3;4
;851040;90;10;3;32
;851043;92;10;3;13
;851044;92;10;3;15
;851046;92;10;3;5
;851047;91;10;3;5
;851052;91;10;3;2
;851056;90;10;3;5
;851058;90;10;3;5
;851061;90;10;3;9
;860001;85;10;3;4
;860003;85;10;3;11
;860004;85;10;3;19
;860006;85;10;3;-
;860007;85;10;3;2
;860008;85;10;3;2
;860011;85;10;3;4
;860012;85;10;3;4
;860013;85;10;3;-
;860014;85;10;3;-
;860015;85;10;3;4
;860016;85;10;3;6
;860018;85;10;3;9
;860019;85;10;3;8
;860020;85;10;3;-
;860021;85;10;3;2
;860022;85;10;3;3
;860023;85;10;3;4
;860026;85;10;3;5
;860027;85;10;3;3
;860028;85;10;3;2
